trip_id,weather_condition,bus_type,traffic_level,route_distance_km,stops_count,passenger_count,driver_experience_years,scheduled_start_hour,delay_level,trip_duration_minutes
TRIP208182,Clear,Standard,Low,11.72,12,36,2.76,6,On Time,41.17
TRIP204711,Clear,Standard,High,6.84,14,27,13.14,20,On Time,50.22
TRIP204210,Clear,Standard,Severe,11.57,12,31,3.66,12,On Time,82.74
TRIP201487,Clear,Standard,Moderate,17.38,19,21,5.25,11,Moderate Delay,90.28
TRIP206875,Foggy,Express,Moderate,8.20,6,36,18.00,19,On Time,26.82
TRIP206823,Rainy,Mini Bus,Moderate,6.92,7,20,0.84,7,Severe Delay,49.75
TRIP207839,Clear,Standard,Low,9.35,10,43,4.53,13,On Time,36.15
TRIP204661,Clear,Express,Low,9.23,9,35,3.73,19,On Time,38.09
TRIP209103,Windy,Standard,Low,8.93,10,53,,17,Moderate Delay,48.66
TRIP209620,Windy,Express,Moderate,4.83,6,26,1.68,14,On Time,20.30
TRIP209415,Rainy,Express,Moderate,4.50,5,37,4.86,16,Moderate Delay,26.92
TRIP202679,Windy,Standard,Moderate,11.02,12,62,5.64,8,Severe Delay,72.66
TRIP203370,Windy,Mini Bus,High,14.00,12,17,3.45,21,Moderate Delay,72.95
TRIP209687,Windy,Express,Low,3.19,3,9,1.95,22,On Time,15.17
TRIP208117,Clear,Express,High,6.31,5,15,2.42,9,Severe Delay,29.02
TRIP209344,Clear,Mini Bus,Moderate,8.48,6,46,14.48,9,Moderate Delay,53.52
TRIP206001,Clear,Mini Bus,High,4.58,5,29,12.54,22,On Time,22.16
TRIP201216,Clear,Standard,High,10.07,12,25,6.46,6,On Time,48.60
TRIP209808,Clear,Mini Bus,Severe,3.76,6,24,12.57,21,Moderate Delay,32.20
TRIP202016,Windy,Express,High,7.61,4,14,0.48,13,Moderate Delay,39.29
TRIP207283,,Express,High,22.55,22,32,14.77,17,Severe Delay,145.65
TRIP203179,Clear,Mini Bus,High,6.74,9,46,3.48,8,Severe Delay,55.48
TRIP202317,Rainy,Standard,Severe,8.11,8,45,4.88,16,Severe Delay,75.31
TRIP202333,Windy,Standard,High,7.26,7,33,9.31,15,On Time,51.04
TRIP208547,Clear,Standard,Moderate,4.22,3,22,1.78,7,Severe Delay,33.95
TRIP208201,Foggy,Standard,High,8.69,10,,4.92,7,Severe Delay,62.87
TRIP205660,Windy,Standard,Moderate,8.90,3,45,,19,Moderate Delay,42.86
TRIP205807,Clear,Standard,Low,13.33,12,56,0.68,17,Severe Delay,55.73
TRIP205815,Clear,Standard,Severe,15.50,17,32,16.52,6,Severe Delay,106.16
TRIP200204,Clear,Standard,Low,8.55,9,29,1.92,15,On Time,29.62
TRIP206419,Clear,Standard,Severe,9.37,10,43,6.41,8,Moderate Delay,71.61
TRIP200969,Clear,Standard,Moderate,7.55,9,37,9.36,13,On Time,29.25
TRIP201132,Clear,Standard,Moderate,7.04,8,52,4.14,19,Moderate Delay,46.60
TRIP208378,Clear,Express,Severe,3.03,3,44,3.42,7,Moderate Delay,26.88
TRIP200135,Rainy,Mini Bus,Severe,16.50,19,3,3.40,5,Severe Delay,137.45
TRIP200306,Clear,Standard,Low,6.67,12,65,1.83,8,Severe Delay,43.44
TRIP209096,Rainy,Mini Bus,Moderate,7.19,9,40,9.01,16,Moderate Delay,62.26
TRIP201282,Clear,Standard,Moderate,5.64,6,39,2.40,12,Moderate Delay,35.43
TRIP206270,Rainy,Standard,Severe,14.39,9,21,6.33,11,Severe Delay,110.40
TRIP207810,Clear,Standard,Moderate,3.65,5,31,3.65,13,On Time,14.88
TRIP201502,Clear,Standard,Severe,6.43,8,33,5.31,9,Moderate Delay,61.79
TRIP205784,Rainy,Standard,Low,10.40,8,40,15.02,9,Moderate Delay,55.70
TRIP208995,Clear,Standard,Moderate,9.82,10,37,3.13,13,On Time,39.48
TRIP203030,Rainy,Standard,Severe,15.92,17,41,4.59,12,Severe Delay,131.89
TRIP202692,Clear,Mini Bus,Severe,11.09,16,36,3.46,15,Severe Delay,90.42
TRIP206223,Clear,Express,Moderate,5.31,3,29,7.31,14,On Time,18.53
TRIP208488,Clear,Express,Moderate,7.81,9,18,6.00,17,Moderate Delay,24.87
TRIP209117,Windy,Standard,Low,7.34,13,29,3.06,5,On Time,37.72
TRIP203505,Clear,Standard,Severe,4.50,3,36,2.83,10,Severe Delay,53.07
TRIP204659,Clear,Express,Low,7.13,8,32,6.26,17,On Time,25.34
TRIP204558,Clear,Mini Bus,Severe,3.68,6,22,0.88,21,Severe Delay,32.26
TRIP207540,Clear,,Severe,7.30,10,42,4.76,19,Severe Delay,55.12
TRIP201300,Windy,Mini Bus,High,13.34,14,23,11.19,16,Severe Delay,77.95
TRIP205261,Windy,Standard,Low,4.85,3,47,2.17,18,Severe Delay,35.82
TRIP208897,Clear,Mini Bus,Moderate,15.34,21,13,2.26,5,Severe Delay,81.80
TRIP207395,Foggy,Standard,Moderate,,15,39,9.67,19,Moderate Delay,82.82
TRIP205725,Rainy,Express,High,9.23,8,43,5.29,8,Severe Delay,60.84
TRIP200507,Foggy,Express,Moderate,7.34,9,11,4.43,12,On Time,26.41
TRIP208336,Clear,Mini Bus,High,19.96,20,24,2.94,23,Severe Delay,121.05
TRIP202503,Foggy,Standard,High,6.65,7,43,4.58,9,Severe Delay,47.78
TRIP205827,Clear,Express,Severe,14.07,13,45,1.14,8,Severe Delay,96.99
TRIP207676,Rainy,Express,High,7.75,4,,,11,Severe Delay,38.81
TRIP202786,Clear,,Low,6.74,8,14,18.00,14,On Time,30.19
TRIP202056,Clear,Express,Moderate,13.77,11,36,4.36,9,On Time,59.48
TRIP209465,Rainy,Standard,Low,10.05,9,33,9.63,22,On Time,36.47
TRIP208522,Windy,Express,Moderate,4.43,5,27,10.47,9,Moderate Delay,12.00
TRIP203775,Clear,Mini Bus,High,16.54,18,10,5.54,13,Moderate Delay,103.04
TRIP203477,Clear,Mini Bus,High,4.68,4,33,0.55,10,Moderate Delay,36.83
TRIP202865,Windy,Standard,Severe,10.73,5,24,7.14,23,On Time,69.80
TRIP202330,Clear,Mini Bus,Moderate,10.01,13,22,2.29,15,Moderate Delay,49.77
TRIP200447,Clear,Standard,Moderate,9.84,12,26,3.61,12,Moderate Delay,49.39
TRIP204230,Foggy,Express,High,22.57,26,31,5.52,18,Severe Delay,144.31
TRIP202762,Rainy,Express,Moderate,7.47,8,19,13.97,5,On Time,24.48
TRIP207285,Windy,Standard,Moderate,6.55,9,26,2.19,23,Moderate Delay,35.79
TRIP201040,Windy,Express,Moderate,10.47,10,32,5.95,12,On Time,36.35
TRIP202576,Rainy,Standard,High,6.79,5,52,6.85,7,Severe Delay,62.24
TRIP209046,Clear,Express,Low,18.73,19,32,3.86,20,On Time,61.17
TRIP200071,Clear,Mini Bus,Moderate,14.96,18,16,8.87,17,Severe Delay,77.28
TRIP201575,Rainy,Standard,Moderate,13.79,17,30,13.41,14,On Time,72.11
TRIP209505,Clear,Standard,Moderate,17.36,18,31,2.84,23,Severe Delay,82.62
TRIP202828,Windy,Express,Severe,17.02,21,9,5.69,23,Moderate Delay,118.19
TRIP200784,Clear,Standard,Low,6.29,8,36,5.07,12,On Time,22.00
TRIP201710,Clear,Standard,High,16.48,18,36,3.01,9,Severe Delay,100.99
TRIP206676,Clear,,Low,6.63,4,41,2.09,15,Moderate Delay,22.64
TRIP204990,Clear,Mini Bus,High,5.93,8,24,7.12,13,Moderate Delay,43.34
TRIP204441,Rainy,Standard,Severe,23.12,25,50,11.26,17,Severe Delay,180.00
TRIP202925,Clear,Standard,Low,16.75,17,32,,8,Moderate Delay,82.51
TRIP206375,Rainy,Standard,Low,22.97,26,43,7.65,14,Moderate Delay,117.59
TRIP205296,Clear,Standard,Moderate,6.41,8,27,1.95,23,Moderate Delay,29.53
TRIP206181,Clear,Standard,High,7.03,4,31,2.51,18,Severe Delay,47.14
TRIP203909,Windy,Standard,High,13.46,16,41,6.96,5,Moderate Delay,79.57
TRIP206744,Clear,Express,High,4.99,3,34,4.97,5,Moderate Delay,15.26
TRIP201327,Foggy,Standard,Moderate,13.21,11,39,3.51,10,Moderate Delay,45.29
TRIP203323,Clear,Standard,Moderate,12.00,8,54,7.44,8,Moderate Delay,54.01
TRIP202649,Rainy,Standard,Moderate,9.94,12,25,3.96,13,Moderate Delay,43.68
TRIP204674,Foggy,Standard,Moderate,12.18,15,47,9.95,18,Severe Delay,70.99
TRIP203049,Clear,Mini Bus,High,18.99,21,12,4.49,10,Severe Delay,122.03
TRIP204057,Foggy,Standard,Low,4.25,4,49,5.23,10,Moderate Delay,32.43
TRIP202791,Windy,Mini Bus,Low,13.26,15,22,1.59,14,Moderate Delay,52.42
TRIP209538,Clear,Standard,Low,5.70,5,18,18.00,15,On Time,19.43
TRIP203451,Clear,Standard,High,11.17,14,47,7.46,16,Severe Delay,77.21
TRIP205831,Clear,Standard,Low,15.11,15,47,3.20,8,Severe Delay,68.33
TRIP201511,Clear,Mini Bus,High,9.13,10,16,8.80,17,Moderate Delay,66.90
TRIP203595,Rainy,Standard,Severe,10.90,13,26,9.61,9,Severe Delay,95.99
TRIP205294,Clear,Standard,Severe,17.42,17,32,18.00,23,Severe Delay,131.86
TRIP209814,Rainy,Standard,High,,3,39,5.10,8,Severe Delay,52.67
TRIP202735,Clear,Standard,Moderate,13.39,16,46,4.84,17,Severe Delay,74.05
TRIP204135,Clear,Express,Severe,,12,11,3.03,5,Moderate Delay,78.39
TRIP202739,Clear,Standard,Moderate,9.02,8,54,1.19,16,Severe Delay,50.30
TRIP202113,Windy,Express,Moderate,8.02,7,13,,13,On Time,38.37
TRIP200870,Foggy,Mini Bus,High,11.76,11,8,13.25,12,Severe Delay,75.19
TRIP207968,Foggy,Mini Bus,Moderate,5.45,6,17,12.53,5,On Time,32.14
TRIP206687,Clear,Mini Bus,Moderate,10.23,8,27,6.50,18,Moderate Delay,44.16
TRIP202010,Clear,Standard,Moderate,9.98,9,21,6.06,15,On Time,41.75
TRIP201152,Foggy,Standard,Moderate,6.69,8,36,2.97,10,On Time,50.26
TRIP206888,,Mini Bus,High,9.83,12,30,2.49,8,Severe Delay,59.66
TRIP201059,Clear,Standard,Low,17.81,17,31,,23,On Time,83.15
TRIP208345,Foggy,Mini Bus,Moderate,9.28,9,13,2.57,15,On Time,50.79
TRIP206974,Rainy,Standard,Severe,4.55,5,46,5.99,20,Severe Delay,51.30
TRIP209596,Rainy,Standard,Low,5.34,6,54,3.80,8,Moderate Delay,31.11
TRIP203680,Clear,Express,High,8.50,3,19,4.88,11,On Time,45.50
TRIP205131,Rainy,Standard,Low,7.24,4,19,6.92,23,On Time,34.90
TRIP208075,Clear,Express,Moderate,12.01,15,15,9.56,21,On Time,39.59
TRIP205201,Rainy,Mini Bus,Moderate,5.20,8,3,6.61,12,On Time,37.90
TRIP200707,Clear,Standard,Moderate,5.08,5,42,11.35,10,On Time,37.85
TRIP200405,Windy,Standard,Moderate,5.51,6,38,2.31,12,Moderate Delay,27.14
TRIP208059,Clear,Standard,High,8.48,9,40,1.88,11,Moderate Delay,38.87
TRIP208391,Foggy,Standard,Severe,9.00,12,33,4.54,13,Severe Delay,76.01
TRIP203994,Rainy,Express,Low,13.91,12,35,9.73,9,Moderate Delay,43.74
TRIP200109,Rainy,Express,Severe,13.68,14,21,8.09,9,Severe Delay,100.38
TRIP209706,Windy,Express,Moderate,9.78,7,,8.55,5,On Time,37.48
TRIP209747,Windy,Standard,High,10.14,11,27,2.77,10,Moderate Delay,64.34
TRIP204109,Windy,Standard,High,4.10,3,30,4.41,11,On Time,18.22
TRIP202504,Rainy,Mini Bus,Moderate,13.55,18,3,3.26,13,Moderate Delay,69.21
TRIP205120,Rainy,Express,High,6.29,3,29,13.70,12,Moderate Delay,36.47
TRIP203077,Windy,Express,Severe,12.85,16,36,5.47,18,Severe Delay,87.04
TRIP200817,Rainy,Mini Bus,High,8.09,7,10,6.44,21,Severe Delay,59.76
TRIP203092,Clear,Standard,Moderate,4.79,3,44,5.49,16,Moderate Delay,27.15
TRIP203871,Windy,Express,High,30.09,34,20,3.94,21,Severe Delay,180.00
TRIP207343,Windy,Standard,High,8.30,6,33,2.28,19,Moderate Delay,61.23
TRIP207497,Clear,Mini Bus,High,12.43,12,39,15.29,18,Severe Delay,78.34
TRIP206976,Clear,Express,Low,10.76,14,19,5.39,10,On Time,29.77
TRIP204545,Clear,Express,Low,7.18,10,33,7.46,16,On Time,26.78
TRIP209147,Clear,Mini Bus,High,8.69,14,15,6.42,10,On Time,50.45
TRIP201380,Rainy,Standard,High,12.88,14,57,4.49,18,Severe Delay,91.45
TRIP207684,Clear,Standard,High,13.09,15,35,3.93,16,Severe Delay,82.15
TRIP201787,Rainy,Standard,Moderate,29.00,32,46,5.58,16,Severe Delay,179.96
TRIP207185,Clear,Mini Bus,Moderate,11.96,15,18,3.87,14,On Time,57.90
TRIP205403,Rainy,Standard,High,11.98,13,46,1.19,13,Severe Delay,81.37
TRIP207104,Rainy,Mini Bus,Low,14.50,17,23,6.44,21,Moderate Delay,70.10
TRIP201893,Clear,Standard,High,5.37,6,36,7.72,22,On Time,45.17
TRIP202586,Clear,Standard,Moderate,4.61,4,32,11.89,21,On Time,19.66
TRIP201022,Clear,Standard,High,15.06,18,27,6.90,15,Moderate Delay,87.02
TRIP203031,Clear,Standard,Severe,14.39,16,59,4.23,8,Severe Delay,108.64
TRIP203709,Clear,Standard,Severe,4.99,5,40,4.08,5,On Time,31.22
TRIP202594,Clear,Standard,Moderate,6.85,7,40,5.54,23,On Time,25.18
TRIP206298,Rainy,Standard,Moderate,10.58,10,35,5.78,6,Moderate Delay,50.53
TRIP208162,Rainy,Standard,High,31.18,33,25,6.66,5,Severe Delay,180.00
TRIP200825,Clear,Mini Bus,Moderate,14.99,19,19,3.81,14,Moderate Delay,72.29
TRIP206701,Foggy,Standard,Severe,10.09,13,56,3.03,16,Severe Delay,99.10
TRIP202475,Rainy,Express,High,5.84,9,22,5.70,7,Severe Delay,43.71
TRIP207611,Rainy,Standard,High,17.80,15,35,1.42,19,Severe Delay,120.30
TRIP208513,Clear,Standard,Severe,6.16,5,42,6.41,21,Moderate Delay,44.39
TRIP205172,Clear,Standard,Moderate,10.98,10,47,12.56,19,Moderate Delay,49.51
TRIP200615,Clear,Express,High,4.19,4,32,8.68,7,Moderate Delay,12.00
TRIP202746,Clear,Mini Bus,Moderate,6.75,12,32,,9,Moderate Delay,48.61
TRIP205733,Foggy,Standard,Moderate,18.85,23,24,4.17,5,Moderate Delay,101.56
TRIP208785,,Express,High,4.44,3,22,15.99,20,On Time,12.62
TRIP200891,Foggy,Express,Moderate,7.50,6,16,3.17,13,On Time,30.60
TRIP204001,Clear,Standard,High,17.43,18,32,15.21,12,Severe Delay,111.14
TRIP201311,Clear,Standard,High,15.20,18,41,2.81,8,Severe Delay,96.66
TRIP203739,Clear,Standard,Moderate,10.94,14,25,7.04,18,Moderate Delay,55.51
TRIP208756,Clear,Standard,High,18.61,21,53,6.00,6,Severe Delay,103.67
TRIP206162,Rainy,Standard,Severe,6.27,9,44,4.41,16,Severe Delay,71.53
TRIP209082,Windy,Express,Moderate,5.03,5,7,5.84,11,On Time,12.00
TRIP206768,Rainy,Standard,High,8.51,8,12,5.12,15,Severe Delay,62.06
TRIP208554,Windy,Standard,High,7.68,12,46,9.27,8,Severe Delay,60.96
TRIP207543,Clear,Mini Bus,High,12.79,15,24,1.27,19,Severe Delay,84.77
TRIP204475,Clear,Express,Severe,20.74,21,31,5.12,7,Severe Delay,151.83
TRIP204667,Windy,Express,Low,9.20,10,31,0.67,17,On Time,32.89
TRIP208916,Clear,Standard,High,24.83,27,19,6.11,23,Severe Delay,165.41
TRIP209157,Clear,Standard,High,3.86,3,48,1.82,18,Severe Delay,42.07
TRIP200957,Rainy,Mini Bus,Low,8.10,8,8,18.00,23,On Time,41.78
TRIP207216,Clear,Standard,High,11.70,14,22,,20,Moderate Delay,70.14
TRIP200812,Windy,Express,Moderate,12.23,14,18,7.32,11,On Time,53.69
TRIP201646,Clear,Express,Low,4.60,3,10,7.46,14,On Time,16.24
TRIP207596,Windy,Standard,Severe,10.09,9,43,2.12,13,Severe Delay,75.73
TRIP205897,Clear,Mini Bus,High,7.25,4,34,14.30,11,Moderate Delay,42.58
TRIP204901,Rainy,Standard,Moderate,14.34,12,39,1.81,14,Severe Delay,70.91
TRIP209466,Clear,Standard,High,4.50,3,23,4.85,23,On Time,26.02
TRIP201019,Clear,Express,Moderate,4.97,6,31,6.74,18,On Time,23.17
TRIP200049,Windy,Standard,Moderate,4.24,3,53,1.59,19,Severe Delay,24.13
TRIP202952,Clear,Mini Bus,Moderate,5.70,5,10,18.00,12,On Time,17.81
TRIP203192,Clear,Express,High,3.91,3,16,7.64,14,On Time,21.31
TRIP206822,Clear,Express,High,2.00,3,39,4.93,5,On Time,12.00
TRIP206574,Clear,Mini Bus,Severe,12.86,16,35,2.82,7,Severe Delay,100.38
TRIP209405,Clear,Standard,Moderate,12.69,17,45,4.42,14,Moderate Delay,73.36
TRIP207388,Rainy,Mini Bus,Moderate,20.29,23,4,6.28,21,Moderate Delay,105.71
TRIP209043,Rainy,Standard,Low,15.53,13,24,2.21,12,Moderate Delay,71.71
TRIP206193,Clear,Standard,High,8.64,13,29,7.07,14,Moderate Delay,57.41
TRIP206061,Foggy,Standard,Moderate,7.15,5,28,7.44,6,On Time,38.40
TRIP202824,Clear,Express,High,11.29,10,33,10.35,8,Moderate Delay,69.16
TRIP205960,Rainy,Mini Bus,Moderate,22.48,27,17,8.94,13,Moderate Delay,117.19
TRIP209130,Rainy,Standard,Moderate,4.64,5,21,15.32,22,On Time,34.69
TRIP209512,Rainy,Standard,High,8.31,9,40,6.11,13,Severe Delay,52.34
TRIP206917,Clear,Express,Moderate,12.56,15,20,1.26,22,On Time,58.36
TRIP209342,Clear,Standard,Moderate,5.03,4,57,2.31,7,Severe Delay,33.72
TRIP205283,Clear,Mini Bus,High,7.75,7,29,4.49,14,Moderate Delay,40.95
TRIP203374,Clear,Standard,Moderate,20.10,29,59,6.08,8,Severe Delay,121.93
TRIP206355,Foggy,Mini Bus,Moderate,5.50,3,23,6.55,7,Moderate Delay,40.34
TRIP205684,Clear,Standard,Moderate,16.43,18,35,14.78,6,Moderate Delay,76.68
TRIP208022,Windy,Mini Bus,High,5.12,9,3,16.87,15,Moderate Delay,49.89
TRIP204544,Clear,Mini Bus,High,16.39,15,17,,23,Moderate Delay,99.50
TRIP200191,Rainy,Express,Moderate,16.70,17,29,12.77,22,On Time,69.43
TRIP206203,Clear,Standard,Moderate,29.78,30,52,6.05,16,Severe Delay,180.00
TRIP207572,Clear,Express,High,14.91,17,27,4.42,12,Severe Delay,72.60
TRIP202682,Rainy,Standard,Severe,3.52,5,42,3.74,16,Severe Delay,63.43
TRIP207337,Clear,Standard,High,7.38,5,,10.51,18,Moderate Delay,54.25
TRIP202048,Clear,Standard,Severe,9.34,9,44,4.79,16,Severe Delay,63.10
TRIP204125,Windy,Standard,Moderate,11.96,14,,4.85,23,On Time,58.62
TRIP206988,Clear,Standard,Moderate,9.28,10,37,2.98,6,Moderate Delay,34.86
TRIP209397,Foggy,Standard,Moderate,9.38,13,44,16.52,17,Moderate Delay,55.33
TRIP205952,Clear,Mini Bus,Low,12.65,15,5,4.27,7,Moderate Delay,52.79
TRIP206865,Foggy,Standard,High,12.46,13,58,1.69,18,Severe Delay,86.94
TRIP206446,Clear,Express,High,7.93,9,27,12.81,22,On Time,36.68
TRIP200352,Windy,Mini Bus,Moderate,7.93,8,3,5.47,23,On Time,38.65
TRIP201403,Rainy,Standard,High,10.29,10,45,4.10,8,Severe Delay,81.68
TRIP203420,Clear,Standard,Severe,18.43,24,31,4.50,5,Severe Delay,139.36
TRIP205237,Clear,Standard,High,14.85,13,40,6.94,15,Moderate Delay,97.35
TRIP200637,Clear,Mini Bus,Low,7.83,5,23,4.81,19,On Time,29.93
TRIP200010,Windy,Mini Bus,High,6.61,13,21,8.44,15,Moderate Delay,46.90
TRIP208013,Clear,Standard,High,13.44,13,26,6.77,11,Moderate Delay,81.58
TRIP204295,Rainy,Standard,Moderate,11.42,12,40,5.72,8,Moderate Delay,70.38
TRIP200913,Clear,Standard,Low,11.23,9,29,8.99,12,On Time,39.16
TRIP203580,Clear,Standard,High,12.22,11,39,5.97,18,Severe Delay,80.79
TRIP205977,Clear,Standard,High,14.68,17,54,12.58,9,Severe Delay,94.19
TRIP203355,Rainy,Express,Moderate,5.22,6,22,8.05,6,On Time,22.34
TRIP204482,Clear,Express,Moderate,7.01,9,17,11.81,15,On Time,28.71
TRIP201679,Clear,Standard,High,5.77,4,37,7.67,13,On Time,28.30
TRIP203345,Clear,Standard,High,5.98,6,24,3.44,10,On Time,28.75
TRIP201591,Clear,Express,Severe,27.20,31,37,4.65,19,Severe Delay,180.00
TRIP204389,Rainy,Express,Moderate,17.11,22,18,3.23,19,Severe Delay,83.06
TRIP202218,Clear,Standard,Low,6.45,9,25,5.46,10,On Time,28.01
TRIP200250,Clear,Express,Low,16.90,17,17,7.82,13,On Time,60.30
TRIP202731,,Express,Moderate,9.02,10,21,8.03,15,On Time,22.95
TRIP207789,Clear,Standard,High,9.68,9,16,17.63,12,On Time,51.32
TRIP205567,Foggy,Standard,Moderate,16.55,20,24,10.58,22,On Time,80.00
TRIP202417,Clear,Standard,Moderate,7.80,12,46,9.20,23,On Time,47.88
TRIP201570,Clear,Standard,Moderate,10.41,11,28,3.67,20,On Time,37.32
TRIP201366,Foggy,Mini Bus,Moderate,17.68,18,24,1.53,8,Severe Delay,106.54
TRIP201902,,Express,High,13.55,15,24,4.50,22,On Time,84.19
TRIP202381,Clear,Standard,Moderate,10.91,9,53,6.60,9,Moderate Delay,51.55
TRIP204727,Windy,Mini Bus,High,9.97,12,17,6.61,14,Moderate Delay,60.05
TRIP204132,Clear,Mini Bus,Moderate,4.48,3,20,5.23,9,Moderate Delay,27.35
TRIP203186,Rainy,Mini Bus,Severe,5.10,3,14,0.20,20,Severe Delay,53.91
TRIP205345,Windy,Standard,Moderate,8.63,8,35,14.53,8,Moderate Delay,42.95
TRIP203646,Rainy,Express,Severe,10.05,6,28,3.48,15,Severe Delay,63.77
TRIP206238,Foggy,Standard,Low,9.41,11,37,9.01,6,Moderate Delay,49.73
TRIP201106,Clear,Standard,Moderate,9.97,12,33,3.07,6,On Time,40.87
TRIP203341,Clear,Mini Bus,Severe,,13,7,1.55,20,Moderate Delay,101.72
TRIP207889,Clear,Standard,High,12.81,10,19,1.34,6,Moderate Delay,74.70
TRIP205262,Rainy,Express,High,10.68,13,33,5.40,6,Severe Delay,72.81
TRIP200939,Clear,Mini Bus,Moderate,7.32,12,23,4.96,18,Moderate Delay,47.91
TRIP203095,Clear,Standard,Severe,18.38,20,40,4.50,17,Severe Delay,146.34
TRIP207827,Clear,Standard,High,7.60,9,,6.76,7,Moderate Delay,53.50
TRIP208247,Clear,Mini Bus,Low,15.46,13,20,6.66,13,On Time,63.65
TRIP209686,Windy,Mini Bus,Moderate,6.13,6,21,3.83,16,Moderate Delay,43.53
TRIP201191,,Standard,Severe,10.99,11,39,18.00,18,Severe Delay,93.36
TRIP201178,Clear,Standard,Low,30.43,32,33,5.46,21,Moderate Delay,161.58
TRIP207166,Clear,Standard,Moderate,13.59,15,25,1.87,5,Severe Delay,63.75
TRIP205240,Clear,Standard,Low,19.90,27,31,7.48,10,Moderate Delay,93.35
TRIP202421,Clear,Mini Bus,Low,11.98,10,7,18.00,14,On Time,44.78
TRIP204591,Clear,Standard,Low,22.09,24,25,15.24,5,On Time,107.12
TRIP204117,Clear,Mini Bus,Severe,17.13,17,16,18.00,14,Severe Delay,124.18
TRIP202970,Windy,Standard,Severe,17.65,20,57,13.94,18,Severe Delay,142.78
TRIP206621,Clear,Mini Bus,Severe,5.63,4,23,18.00,9,Severe Delay,38.92
TRIP208824,Clear,Standard,High,12.20,12,,3.48,15,On Time,72.53
TRIP204619,Rainy,Standard,Moderate,10.32,11,21,3.76,14,On Time,48.18
TRIP201286,Clear,Express,Low,3.71,3,34,12.43,22,On Time,12.00
TRIP202466,Windy,Standard,Moderate,7.94,12,48,1.27,19,Severe Delay,44.59
TRIP206929,Rainy,Mini Bus,Severe,6.44,7,4,2.59,15,Severe Delay,66.47
TRIP206329,Rainy,,High,23.49,27,36,4.47,7,Severe Delay,173.98
TRIP205316,Clear,Standard,Severe,10.34,10,46,,16,Severe Delay,72.28
TRIP203335,Windy,Standard,High,7.24,6,47,5.52,17,Moderate Delay,51.20
TRIP203113,Clear,Standard,Moderate,15.11,13,50,3.57,8,Severe Delay,74.99
TRIP201089,Windy,Express,Moderate,10.58,11,7,2.30,10,On Time,38.63
TRIP205086,Clear,Standard,High,18.05,21,47,1.67,9,Severe Delay,108.06
TRIP202210,Rainy,Standard,Moderate,17.38,19,49,12.97,16,Severe Delay,100.75
TRIP207701,Clear,Standard,High,5.11,3,29,6.49,10,On Time,25.41
TRIP206808,Clear,Express,Moderate,3.37,5,29,2.08,23,On Time,12.00
TRIP201807,Clear,Standard,High,11.72,8,21,5.95,20,Moderate Delay,60.18
TRIP204797,Rainy,Standard,Moderate,3.32,4,28,2.63,11,Moderate Delay,27.34
TRIP203390,Clear,Standard,High,4.98,8,31,7.78,20,On Time,33.03
TRIP205112,Rainy,Standard,Moderate,4.22,3,44,1.25,8,Moderate Delay,35.29
TRIP200639,Clear,Express,Moderate,6.21,8,37,11.56,14,On Time,22.58
TRIP208274,Clear,Express,Low,13.86,13,40,11.20,17,On Time,49.94
TRIP208842,Clear,Standard,Moderate,4.20,4,31,7.87,15,On Time,23.15
TRIP206452,Foggy,Standard,Severe,6.70,6,22,5.08,19,Severe Delay,51.88
TRIP202965,Clear,Standard,Moderate,21.10,21,49,1.45,17,Severe Delay,115.28
TRIP202087,Clear,Mini Bus,Severe,6.92,4,22,2.90,23,Severe Delay,52.20
TRIP207682,Clear,Standard,Moderate,8.99,8,45,6.25,20,On Time,44.01
TRIP204118,Clear,Standard,High,18.02,20,34,2.44,8,Severe Delay,115.37
TRIP205932,Clear,Standard,Moderate,11.83,13,23,12.63,21,On Time,57.39
TRIP209174,Rainy,Mini Bus,Low,7.76,9,24,10.59,10,On Time,38.90
TRIP206983,Windy,Standard,Severe,17.51,16,42,5.93,19,Severe Delay,132.34
TRIP200249,Clear,Mini Bus,Severe,17.43,18,17,0.99,16,Severe Delay,144.92
TRIP208412,Clear,Standard,Severe,26.45,24,40,6.34,12,Severe Delay,180.00
TRIP208720,Foggy,Mini Bus,Moderate,21.40,22,25,4.74,15,Moderate Delay,114.63
TRIP205130,Foggy,Standard,Moderate,20.90,19,52,2.79,17,Severe Delay,115.31
TRIP205488,Rainy,Express,Severe,2.95,3,17,9.43,23,Moderate Delay,40.78
TRIP201472,Foggy,Express,Moderate,4.41,8,14,3.57,13,On Time,22.11
TRIP204950,Windy,Express,Moderate,4.31,6,19,2.05,14,On Time,21.50
TRIP203988,Clear,Standard,Low,7.13,5,44,4.03,7,Moderate Delay,36.35
TRIP207456,Rainy,Mini Bus,High,20.41,25,21,4.03,19,Severe Delay,145.06
TRIP203072,Clear,Express,Low,15.47,16,30,2.41,18,Severe Delay,57.78
TRIP208390,Clear,Standard,High,5.67,6,47,5.55,9,Severe Delay,33.34
TRIP203221,Clear,Standard,Moderate,6.14,7,49,6.03,19,Moderate Delay,33.40
TRIP202706,Rainy,Standard,Moderate,3.12,3,35,18.00,21,On Time,21.02
TRIP207249,Clear,Mini Bus,Moderate,12.15,13,23,3.96,6,On Time,68.85
TRIP208259,Clear,Mini Bus,High,11.24,9,23,3.08,7,Severe Delay,68.21
